Nom de l'établissement	Adresse	Site Web	Status
Hotel NH Collection Marseille	37 Bd des Dames 13002 Marseille France	https://www.nh-hotels.com/en/hotel/nh-collection-marseille?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb	
Hotel NH Lyon Airport	915 Rue d'Espagne 69125 Lyon France	https://www.nh-hotels.com/en/hotel/nh-lyon-airport?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb	
Hotel NH Nice	2-4 Parv. de l'Europe 06300 Nice France	https://www.nh-hotels.com/en/hotel/nh-nice?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb	
Hotel nhow Marseille	200 Cor Président John Fitzgerald Kennedy 13007 Marseille France	https://www.nh-hotels.com/en/hotel/nhow-marseille?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb	
Hotel Novotel Amiens	7 Rue des Indes Noires 80440 Boves France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=0396&merchantid=seo-maps-FR-0396&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
Hotel Novotel Belfort Centre Atria	Av. de l'Espérance 90000 Belfort France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1742&merchantid=seo-maps-FR-1742&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
Hotel Omnubo Collection	1 Les Rochettes 85590 Saint-Mars-la-Réorthe France	https://hotel-omnubo.com/	
Hotel PADOLO 3 étoiles	lieu dit padolo 20169 Bonifacio France	http://www.padolo.com/	
Hotel Paris Marne La Vallee	3 Pl. Gaston Defferre 77186 Noisiel France		
Hotel Paris Vaugirard	403 Rue de Vaugirard 75015 Paris France	https://www.hotel-paris-vaugirard.com/fr/	
Hôtel Particulier Le 28 - Small Luxury Design Hotel	28 Rue du 4 Septembre 13100 Aix-en-Provence France	http://hotelparticulier-le28.com/	
Hotel Pinocchio	3 Rue de Beauregard 70700 Gy France	http://www.hotel-gy.fr/	
Hotel Plage saint jean	508 Av. de Saint-Jean 13600 La Ciotat France	http://hotelplagestjean.com/	
Hotel Plaza	Avenue du Futuroscope Bd Louis Braille 86960 Chasseneuil-du-Poitou France	https://www.hotel-plaza-site-du-futuroscope.com/	
Hotel Pont-A-Mousson	210 All. de l'Espace Saint-Martin 54700 Pont-à-Mousson France		
HOTEL PREMIÈRE CLASSE TOURLAVILLE	Basse-Normandie 382 Rue des Pommiers 50110 Cherbourg-en-Cotentin France	http://www.premiereclasse.com/fr/hotels/premiere-classe-cherbourg-tourlaville	
Hotel Quick Palace Le Mans	ZA les 5 rue Joseph Caillaux Imp. des Grues Rouges 72650 Saint-Saturnin France	https://www.quick-palace.com/categorie/le-mans	
HOTEL RAYMOND VII	19 Grand Rue Raimond VII 81170 Cordes-sur-Ciel France	http://raymond7.fr/	
Hotel Reims Tinqueux	ZAC Le Mont Saint-Pierre 51430 Tinqueux France		
HOTEL RESIDENCE LES AIGUADES	1 Rue Gabriel Péri 13110 Port-de-Bouc France	https://www.hotel-aiguades.com/?utm_source=gmb	
Hotel Restaurant A l'Arbre Vert	2 Rue de Soultzmatt 68570 Soultzmatt France	http://www.alarbrevert.fr/	
HOTEL RESTAURANT ABRIBIS	104 Rue Victor Hugo 42700 Firminy France	http://abribis.fr/	
HOTEL RESTAURANT BOUTIQUE ACROPOLE CORSE	20276 Asco France	http://www.acropole-asco.com/	
Hotel Restaurant Camparellu	Route de la mer 20245 Galéria France	https://www.corseweb.corsica/66/filosorma/galeria/hotel-camparellu-restaurant-le-sole-e-mare-a-galeria/	
Hotel restaurant Château de La Pomarède	Cours du Château 11400 La Pomarède France	http://hotelrestaurantchateaudelapomarede.fr/	
HOTEL RESTAURANT CHILHAR	25 Rue de Xilarrenea 64250 Espelette France	http://www.hotel-chilhar.com/	
Hotel Restaurant Clair Matin	Les Barandons 43400 Le Chambon-sur-Lignon France	http://www.hotelclairmatin.com/	
HOTEL RESTAURANT DE LA CROIX BLANCHE	575 Rte de Bourgogne 71580 Beaurepaire-en-Bresse France	https://www.hotel-la-croix-blanche.fr/	
Hotel Restaurant du Phare	7 Rue du Vieux Port 50340 Flamanville France		
Hotel restaurant france	16 Pl. Saint-André 38260 La Côte-Saint-André France	https://www.hoteldefrance-csa.fr/	
HOTEL RESTAURANT LE CARDINAL	1 Pl. du 11 Novembre 80290 Poix-de-Picardie France	http://le-cardinal.net/	
Hotel Restaurant Le Central à Chaunay	18 Grande Rue 86510 Chaunay France	http://www.hotelchaunay86.fr/	
Hotel restaurant Le Clos Cerdan et résidence balnéothérapie Eau de Forme	RN 116 Porte de France 66210 Mont-Louis France	http://www.lecloscerdan.com/	
Hotel Restaurant Le Coquelicot Logis à Burnhaupt Le Haut.	24 Pont d'Aspach rue du 68520 Burnhaupt-le-Haut France	http://www.lecoquelicot.fr/	
HOTEL RESTAURANT LE FIACRE	6 Rue des Pommiers 80120 Quend France	https://www.hotel-le-fiacre.fr/	
Hotel Restaurant Le parisien des vignes	2 Rue de la Tieule 48210 Massegros Causses Gorges France	http://www.leparisiendesvignes.com/	
HOTEL RESTAURANT Le Refuge-Orezza	le refuge 20229 Piedicroce France	http://www.lerefugeorezza.fr/	
HOTEL RESTAURANT LE RELAX	1 Rue Jean Perrin 85600 Montaigu-Vendée France	https://www.lerelax.fr/	
Hotel Restaurant Le Sérac **	2 Rue de la Babiole 05320 La Grave France	https://www.hotel-le-serac.com/	
Hotel restaurant Les Rives de l'Ain	18 Pl. de la Fontaine 39130 Pont-de-Poitte France	http://www.hoteldelain.com/	
Hotel restaurant LOGIS Domaine de Peyrolade	36 D Rue de la République 31700 Daux France	http://www.domainedepeyrolade.com/	
Hotel Restaurant Lou Granva	Lac Abbaye 23 Ham. de l'Abbaye 39150 Grande-Rivière Château France	https://hotellougranva.com/	
Hotel Restaurant L'Outa	2 Rue de la Savoie 73500 Termignon France	https://www.hotel-outa.com/	
Hotel Restaurant Pecoitz	Rte d'Iraty Chem. de Plaza 64220 Aincille France	http://www.hotel-pecoitz-pays-basque.com/	
Hotel Restaurant Relais Lorraine Alsace Pere & Fils Raon L'étape Vosges	31 Rue Jules Ferry 88110 Raon-l'Étape France	http://www.rla88.com/	
Hotel Restaurant Rose des Pyrénées	2 Chem. des Casteillasses 11500 Belvianes-et-Cavirac France	http://hotelrosedespyrenees.com/	
Hotel Restaurant Soleil Et Jardin	44 Rue de la République 69360 Solaize France	http://www.soleiletjardin.fr/?utm_source=gmb	
HOTEL RESTAURANT TOQUE et PASSION	All. de la Claire Forêt 57340 Morhange France	https://www.toqueetpassion.fr/	
Hotel Saint Christophe Houdan	6 Pl. du Général de Gaulle 78550 Houdan France	https://www.hotelsaintchristophehoudan.com/	
HOTEL SAINT JACQUES	45 Rue Saint-Jacques 66690 Sorède France	http://www.hotelstjacques.com/	
Hotel Saint Paul - Restaurant l Anse Rouge	15 Av. du Maréchal Foch 85330 Noirmoutier-en-l'Île France	http://www.hotel-saint-paul.net/	
HOTEL SAINT SAUVEUR	9 Rue Sainte-Marie 65100 Lourdes France	https://www.hotelsaintsauveur.com/fr/hotels-lourdes-3-etoiles	
Hotel Santa Maria	Lieu dit Cisternino 62 Rue Principale 20217 Saint-Florent France	http://www.hotel-santa-maria.com/	
hotel serenada	Rue de la Marine 20220 Algajola France	http://www.hotelserenada-algajola.com/	
Hotel Sérénité	27 Rue des Archives 75004 Paris France	https://hotelserenite.com/	
Hotel Sezz Saint-tropez	151 Route des Salins 83990 Saint-Tropez France	https://saint-tropez.hotelsezz.com/	
Hotel SOCLO Toulouse	34B Rue Valade 31000 Toulouse France	https://www.soclo.fr/	
Hotel Star Champs Elysées	18 Rue de l'Arc de Triomphe 75017 Paris France	https://www.arcotel-starchampselysees.com/	
Hotel Stella Marina	6 strada di a piaghja 20147 Serriera France	http://www.hotel-stella-marina.com/	
Hotel Sweet and Smart	2 Rue Victor Hugo 57910 Hambach France	http://sweetandsmart.eu/	
Hotel TERRICIAË	14 Route de Maussane Les Alpilles 13890 Mouriès France	http://www.hotel-terriciae.fr/	
Hotel Thania	20 Rue des Paluds 34110 Frontignan France	https://www.thaniahotel.com/	
HOTEL TSANTELEINA	1040 Av. Olympique 73150 Val-d'Isère France	https://tsanteleina.com/	
Hotel Villa Louise	9 Rue Franche 21420 Aloxe-Corton France	http://www.hotel-villa-louise.fr/	
Hotel Villa Morelia	9 avenue des Mexicains 04850 Jausiers France	http://www.villa-morelia.com/	
Hotel Wellness Majestic Niederbronn	3 Rue du Général de Gaulle 67110 Niederbronn-les-Bains France	http://www.majestic-alsace.net/	
Hotel Zenith - Caen	98 Bd Yves Guillou 14000 Caen France		
Hoteleco Sud Agen Autoroute	All. de Gaussens 47520 Le Passage France	https://hoteleco-sud-agen-autoroute.meilleurhotel.top/	
HotelF1	Les Portes Du Futur 18 Rue du Commerce 86360 Chasseneuil-du-Poitou France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2245&merchantid=seo-maps-FR-2245&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1	Zac Houdemont 4 All. de la Genelière 54180 Heillecourt France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2243&merchantid=seo-maps-FR-2243&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1	Aire De Peuxy N57 88200 Saint-Nabord France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2333&merchantid=seo-maps-FR-2333&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
HotelF1 Avignon nord	St Anne Chemin De Guerre 135 Av. Louis Pasteur 84700 Sorgues France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2265&merchantid=seo-maps-FR-2265&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Beauvais	23 Av. Montaigne 60000 Beauvais France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2225&merchantid=seo-maps-FR-2225&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Bordeaux Sud Villenave-d'Ornon	2 Rue Salvador Dali 33140 Villenave-d'Ornon France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2472&merchantid=seo-maps-FR-2472&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Bourges Le Subdray	ZAC LE CESAR Rue De France 18570 Le Subdray France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3A7&merchantid=seo-maps-FR-B3A7&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Brétigny sur Orge	"Lieu-Dit ""Les Route De Champcueil Chem. des Champcueils 91220 Brétigny-sur-Orge France"	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2432&merchantid=seo-maps-FR-2432&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Calais Coquelles	Avenue Charles De Gaulle Rue de Bergnieulles Chemin De 62231 Coquelles France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2454&merchantid=seo-maps-FR-2454&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Chartres	Zac Le Coudray Avenue D'Orléans N154 28630 Chartres France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2283&merchantid=seo-maps-FR-2283&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Chaumont	Zi Rte de Neuilly 52000 Chaumont France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2437&merchantid=seo-maps-FR-2437&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Dijon Nord	Village Auto Zae Cap Nord 3 Rue des Ardennes 21000 Dijon France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2390&merchantid=seo-maps-FR-2390&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Épinay-sur-Orge	Lotissement Du Petit Vaux 1C Rue de Charaintru 91360 Épinay-sur-Orge France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2387&merchantid=seo-maps-FR-2387&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Igny Massy TGV Rénové	12 Rue Maryse Bastié 91430 Igny France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3A3&merchantid=seo-maps-FR-B3A3&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Le Havre Est - Gonfreville	Centre Commercial Océane 1 Rue Du Château D'Eau Leclerc 76700 Gonfreville-l'Orcher France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2331&merchantid=seo-maps-FR-2331&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Les Ulis Courtaboeuf	Zi Courtaboeuf Rue Rio Solado N°2 91940 Les Ulis France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2259&merchantid=seo-maps-FR-2259&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Lille Englos	"Auchan ""Les Géants Centre Commercial Rd 952 59320 Ennetières-en-Weppes France"	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2288&merchantid=seo-maps-FR-2288&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Lille Métropole	Av. de la Sablière 59370 Mons-en-Barœul France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2262&merchantid=seo-maps-FR-2262&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Longwy	3 Rue du Pulventeux 54400 Longwy France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B425&merchantid=seo-maps-FR-B425&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Lyon Solaize	Route nationale 12 Le Rieux 69360 Solaize France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2422&merchantid=seo-maps-FR-2422&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Massieux	Parc D Activites Zi Lyon Nord 129 Av. Lavoisier 01600 Massieux France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3B8&merchantid=seo-maps-FR-B3B8&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Merlebach Saarbruck	23 Rue Nationale 3 57800 Freyming-Merlebach France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2269&merchantid=seo-maps-FR-2269&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Nemours	3 Pl. des Moines 77140 Nemours France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3A5&merchantid=seo-maps-FR-B3A5&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Paris Villemomble	12 All. du Plateau 8 À 93250 Villemomble France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2354&merchantid=seo-maps-FR-2354&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Rennes Sud Est Chantepie	Zone Industrielle Sud Est Rue de la Frébardière 35135 Chantepie France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2312&merchantid=seo-maps-FR-2312&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Rouen Sud Parc Expos	Behind The Car Wash 25 Av. des Canadiens 76800 Saint-Étienne-du-Rouvray France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2324&merchantid=seo-maps-FR-2324&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Saintes	3 Rue de la Côte de Beauté 17100 Saintes France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2446&merchantid=seo-maps-FR-2446&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Saint-Étienne Est La Grand-Croix	235 Rue De La Peronnière Chavillon Lieu-Dit 42320 La Grand-Croix France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2428&merchantid=seo-maps-FR-2428&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Saint-Lô	PA La Chevalerie Rue Jules Vallès 50000 Saint-Lô France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2361&merchantid=seo-maps-FR-2361&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Strasbourg La Vigie	12 Rue Ferdinand Braun 67540 Ostwald France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B3B2&merchantid=seo-maps-FR-B3B2&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
HotelF1 Toulouse Ramonville	Parc D'Activités Technologiques Av. de l'Europe 31526 Ramonville-Saint-Agne France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2228&merchantid=seo-maps-FR-2228&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
hotelF1 Vesoul	Rue du Dr Gaston Vichard 70000 Vesoul France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2304&merchantid=seo-maps-FR-2304&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
Hotel'N	Rue De La Vallée 60700 Fleurines France		
Hotel-Restaurant Le Chatel	20 Av. de la Vallée 63130 Royat France	http://hotel-lechatel.com/	
Hotel-Restaurant Le Gardon - Pont du Gard	9 Campchesteve 30210 Collias France	http://www.hotel-le-gardon.com/	
Hotel-Restaurant Saint-Eloi	5 Rue de Châlons 10230 Mailly-le-Camp France		
Hypnos hotel	22 Rue d'Arras 62140 Hesdin-la-Forêt France	https://www.hotelhypnos.fr/	
I.L.Y HOTELS LA ROSIERE	227 RUE DES 73700 Montvalezan France	https://www.ily-hotels.com/	
InterContinental Chantilly Chateau Mont Royal, an IHG Hotel	Le Château All. des Marronniers 60520 La Chapelle-en-Serval France	https://www.ihg.com/intercontinental/hotels/gb/en/chantilly/parcl/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-FR-_-PARCL	
InterContinental Lyon - Hotel Dieu	20 Quai Jules Courmont 69002 Lyon France	https://www.ihg.com/redirect?path=hd&localeCode=en&brandCode=IC&regionCode=FR&hotelCode=LYSHA&cm_mmc=GoogleMaps-_-IC-_-FR-_-LYSHA	
Jangle Hotel Paris CDG Airport	Charles De Gaulle Airport Rue de la Chapelle 77990 Le Mesnil-Amelot France	https://www.janglehotel.com/	
KOPSTER Hotel Lyon Groupama Stadium	12 Av. Simone Veil 69150 Décines-Charpieu France	https://www.kopsterhotels.com/lyon/	
KOPSTER Hotel Residence Paris Ouest Colombes	65 Rue Germaine Tillion 92700 Colombes France	https://www.kopsterhotels.com/colombes/?utm_source=Google&utm_medium=GMB&utm_campaign=localconnect	
L' emblème Boutique Hotel	18 Av. des Terreaux 38270 Beaurepaire France	https://www.lembleme.fr/	
L’échappée vosgienne - Hotel - Restaurant - Gérardmer	16 chemin Jean Marie Leduc 88400 Gérardmer France	https://www.echappee-vosgienne.com/	
La Bonbonnière, Sure Hotel Collection by Best Western	24 Rue des Orfèvres 21240 Talant France	https://www.bestwestern.fr/fr/hotel-Talant-La-Bonbonniere--Sure-Hotel-Collection-by-Best-Western-87105	
La Folie Douce Hotels Chamonix	823 All. Recteur Payot 74400 Chamonix-Mont-Blanc France	https://lafoliedoucehotels.com/fr/hotel-chamonix/	
La Garoupe Gardiole Boutique Hotel	60 Chem. de la Garoupe 06600 Antibes France	http://www.hotel-lagaroupe-gardiole.com/	
La Maison Hotel Mulhouse Centre	15 Rue Lambert 68100 Mulhouse France	http://www.hotel-mulhouse.com/	
La Réserve Albi Hotel Restaurant	81 Rte de Cordes 81000 Albi France	https://lareservealbi.com/fr/?utm_source=mybusiness&utm_medium=organic&utm_id=mybusinessorganic	
La Résidence - suites & meublés de charme - apart'hotel - chambres de luxe	3 Rue Élie Giraud 13200 Arles France	https://direct-book.com/properties/residencearlesdirect	
Lagrange apart'HOTEL - Montpellier Millénaire	1684 Av. Albert Einstein 34000 Montpellier France	https://www.lagrange-aparthotel.com/montpellier	
L'Alpaga, Megève, a Beaumier Hotel	66 All. des Marmousets 74120 Megève France	https://www.beaumier.com/en/properties/hotel-alpaga/?utm_source=google&utm_medium=organic&utm_campaign=gbp	
Le Ban de l'Ours Hotel Restaurant	05800 Saint Maurice en Valgaudemar France	https://www.hotelbandelours.com/	
Le Boïate Hotel et Salon de Thé	11 Bd de l'Aérium 33740 Arès France	https://www.leboiate.com/	
Le Cinq Hotel Chambéry	22 Fbg Reclus 73000 Chambéry France	http://www.hotel-chambery.com/	
Le Dokhan's, Paris Arc de Triomphe, a Tribute Portfolio Hotel	117 Rue Lauriston 75116 Paris France	https://www.marriott.com/en-us/hotels/partx-le-dokhans-paris-arc-de-triomphe-a-tribute-portfolio-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0	
Le Groom Hotel	22 Rte de Riberac LAPRADE 16390 Aubeterre-sur-Dronne France	http://www.le-groom-hotel.com/	
Le Mas des Roches en Provence, Hotel	964 Chem. de Marseille 13880 Velaux France	http://www.lemasdesroches-provence.com/	
Le Meez Hotel - Restaurant - Carcassonne	290 Av. du Général Leclerc 11000 Carcassonne France	https://le-meez.com/?utm_source=google&utm_medium=organic&utm_campaign=fiche	
Le Moulin, Lourmarin, a Beaumier Hotel	Av. Raoul Dautry 84160 Lourmarin France	https://www.beaumier.com/fr/proprietes/hotel-le-moulin/?utm_source=google&utm_medium=organic&utm_campaign=gbp	
Le Parchamp, Paris Boulogne, a Tribute Portfolio Hotel	114 Route de la Reine 46 Rue de Billancourt 92100 Boulogne-Billancourt France	https://www.marriott.com/en-us/hotels/parbt-le-parchamp-paris-boulogne-a-tribute-portfolio-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0	
LE RELAIS DES CHATEAUX FORTS - HOTEL et RESTAURANT	6 Quai Edouard Branly 57230 Bitche France	https://www.hoteldurelais-bitche.com/	
Le RexHotel - Tarbes	10 Cr Gambetta 65000 Tarbes France	http://www.lerexhotel.com/	
Le Ristolas Restaurant-Hotel	Le Village Rue des Chabrières 05460 France	http://www.gitehotel-ristolas.fr/	
Le Saint Jean Hotel Bar Restaurant	Le Saint Jean 1 Le Cours 13570 Barbentane France	http://www.hotel-saint-jean.com/	
Le Splendid Hotel Lac d'Annecy - Handwritten Collection	4 Quai Eustache Chappuis 74000 Annecy France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=C013&merchantid=seo-maps-FR-C013&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
Le Touring Hotel-Restaurant	1 Quai Albert 1er 83700 Saint-Raphaël France	https://letouring.fr/	
Le Tsuba Hotel	45 Rue des Acacias 75017 Paris France	http://www.tsubahotel.com/	
Le Val Thorens, Val Thorens, a Beaumier hotel	Val Thorens 2 place de l'eglise 73440 Les Belleville France	https://www.beaumier.com/en/properties/le-val-thorens-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gbp	
Le VIP Paris - Yacht Hotel	Port de la Rapée 75012 Paris France	https://www.le-vip-paris.com/	
Le Windsor Jungle Art Hotel	11 Rue Dalpozzo 06000 Nice France	http://www.hotelwindsornice.com/	
LEMAND HOTEL	ZAC du Centre Saint-Bonnet 1 Av. du Lemand 38090 Villefontaine France	http://lemand-hotel.com/	
Lemon Hotel	Chem. de la Haute Bédoule 13240 Septèmes-les-Vallons France	https://lemonhotel.top/	
Lemon Hotel Châtellerault	21 Rue Nungesser et Coli 86100 Châtellerault France	https://chatellerault.donhotel.net/	
Lemon Hotels	58 Bd Charles de Gaulle 42120 Le Coteau France	https://lemon-hotels.meilleurhotel.top/	
Leprince Hotel-Spa	5 All. Leprince d'Ardenay 72000 Le Mans France	http://www.leprince-hotel-spa.com/	
Les Chalets Hotel de la Croix-Fry	4910 Rte du Col de la Croix Fry 74230 Manigod France	http://www.hotelchaletcroixfry.com/fr/	
Les Loges du Park - Appart Hotel Aix les Bains	70 Rue Jean Louis Victor Bias 73100 Aix-les-Bains France	https://www.logesdupark.com/fr/	
Les Portes du Cantal by FaniHotels - Massiac	26 Av. du Général de Gaulle 15500 Massiac France	http://www.fanihotels.com/	
Les Roches Rouges Hotel, Saint Raphaël, Beaumier	90 Bd de la 36ème division du Texas 83700 Saint-Raphaël France	https://www.beaumier.com/en/properties/les-roches-rouges-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gbp	
LESOLEILO Hotel Gîtes & Chambres d'hôtes, Gorges du Tarn, Millau	Le Valat 218 Chem. du Valat 12720 Mostuéjouls France	https://www.lesoleilo.com/	
Lhotel	1 Pl. de la Gare 79100 Thouars France	https://www.lhotel-thouars.fr/	
L'Illwald - Hotel et Auberge Alsace Sélestat	Schnellenbuhl Lieu-dit 67600 Sélestat France	https://www.illwald.fr/fr/	
Locations en Appart'hotel - Panoramic Village - La Grave	8 rue des balcons 05320 La Grave France	https://www.panoramic-village.com/	
Loc'hotel Alpen'sports	99 Rue du Vieux Village 74260 Les Gets France	https://www.alpensport-hotel.com/	
LOGIS HOTEL BELLE RIVE	4 Rue Roc du Pont 12270 Najac France	http://www.le-belle-rive.fr/	
Logis Hôtel Cris Hotel	82 Rue Louis Pradel 69960 Corbas France	https://www.crishotel.fr/	
Logis hotel de la Poirie	67 Rte des Cascades 88460 Tendon France	https://lapoirie-gerardmer.com/index.php	
Logis Hotel Epi d'Or	66 Bd René Chabasse 16000 Angoulême France	https://hotel-epidor.fr/	
Logis Hotel et Restaurant Maison de Laveline	5 Rue du 8 Mai 88520 Ban-de-Laveline France	http://www.maison-de-laveline.fr/	
Logis Hotel Le Nouvel- Restaurant La Table	108 Rue Jean Jaurès 26800 Portes-lès-Valence France	http://www.nouvelhotel.fr/	
Logis Hotel Nature Cathare	26 Rue de la Tannerie 09600 Léran France	https://www.naturecathare.fr/	
LOGIS HOTEL O'LODGE - CLEPPÉ	Lieu dit Naconne 42110 Cleppé France	https://www.o-lodge.fr/	
Logis Hotel Restaurant Auberge De La Gabrière	2 La Gabriere 36220 Lingé France	http://www.aubergedelagabriere.com/?utm_source=gmb	
Logis Hotel Restaurant Chez Jeannette	7 Rue Noisot 21220 Fixin France	http://chez-jeannette.fr/	
